key,author,date,stars,title,helpful_yes,helpful_no,text
50_bj,APMNSNW,2019-02-28,1,Disappointed,46,1,"I waited and waited for this to be available at my local store. Yuck. Hard, grainy cookie dough core? This is nothing like cookie dough. Don’t be fooled, the cookie dough core is SMALL! I’m a Ben and Jerry’s fan, but you lost me here. So disappointed!"
50_bj,Icecreamlover1,2019-02-27,1,Let down,49,2,"Such a let down from Ben and Jerry’s. The cookie dough core was hard, dry, and basically tasted like granulated sugar. I am so underwhelmed by all the cores but this one was by far the most disappointing. Stick to the regular pints: my opinion best flavor is Gimme S’more."
50_bj,Mickey4,2020-09-08,1,Tasted like sweet sand.,50,4,Bought this last night and was incredibly disappointed. Never write reviews but don’t buy this. The cookie dough was literally like sweet sand. It was gritty and grainy. Threw us away after about 5 bites. I’ll stick to the original Cookie Dough.
50_bj,Magnus,2019-02-27,1,The core was a disappointment!,18,0,"I bought this, excited to try it as cookie dough is my favorite. Well the core was rock solid. It had to be eaten in 1 huge chunk instead of mixing with the ice cream. Very disappointed!"
50_bj,Deanne,2019-04-25,1,An overhyped disappointment,1,1,"I will not buy this again. It's good ice cream, but the ""core"" is a joke. People buy cookie dough ice cream for , surprise... the cookie dough. This ""core"" tastes like grainy sugar and shortening and not like cookie dough at all. And there's less than ever. The company found a way to give customers less if what they want with the hopes that all the hype about ""new and improved"" sways people. Well, I'm not fooled and I believe most others won't be either. It's overpriced and a big disappointment. I repeat, I will not buy again."
50_bj,anghearts,2019-03-07,2,Good if you like eating brown sugar,16,1,I just bought this with very high expectations because the regular Cookie Dough flavor is amazing. The cookie dough core tastes like pure brown sugar. I would definitely not buy this again unless they made it taste like the original cookie dough flavor.
50_bj,BNJ4LYFE,2019-06-05,1,Simply AWFUL - Who signed off on this?,5,0,"The idea sounded so amazing, so I did not think it could possibly be as bad as the reviews said it was...Well I was wrong, it is actually worse. The ice cream itself is fine, but the core tastes like just brown sugar crystals. Not even remotely the same flavor or texture as their normal cookie dough. Did someone actually taste this before signing off on it? This is a total miss and anyone who was fooled into buying it should be provided a refund."
50_bj,ePtiOnO,2019-03-17,1,Huge disappointment,3,0,This is not the same flavor as the well known Chocolate Chip Cookie Dough.
50_bj,Mandie,2019-04-22,1,Not much cookie dough,1,0,"I bought this at target because they didn’t have the original cookie dough I liked. It’s not good y’all. The dough seems like a new recipe. It’s got an odd texture, like sugar grains didn’t mix well and the chocolate chips are weird. The worst part is there’s not enough weird dough compared to the vanilla ice cream. I hope the old cookie dough hasn’t been replaced with this!"
50_bj,John A,2019-05-20,1,"Great concept, horrible execution",1,0,"I was really excited to see this in my grocer’s freezer. Having had karamel sutra core with its strong ratio of caramel to ice cream, I thought it would be great to get a nice glob of cookie dough going down the center of the pint. Instead, I was left incredibly disappointed with hardly any cookie dough in the entire container. Even worse, the dough included seemed to be dry and crumbly compared to what I’m used to in regular cookie dough. Very disappointing, I won’t be buying this one again unless they improve the formulation and increase the cookie dough. Worst b&j pint I’ve ever purchased."
50_bj,Happy wife happy life,2019-03-31,1,This is horrible,3,0,"The regular chocolate chip cookie dough is my favorite and has been for YEARS, its soooo BOMB!! This iteration of it is absolutely disgusting the cookie core is not dough its literally just sugar, and it doesnt even go throughout the entire pint, not even half, not even in the center , its the grossest thing .Some of the other cores are really good which is why i gave this one a try but how could you get chocolate chip cookie dough wrong . I dont normally write reviews but I felt like i HAD to warn someone."
50_bj,pirple,2019-04-07,1,Could've been better.,3,0,"When I first heard this flavor was coming out I was so excited. I waited 4 weeks to get my hands on one of these and finally found one yesterday at Wawa. I read the reviews before purchasing this, but decided to give this the benefit of the doubt. Unfortunately, everyone was right. The cookie dough has a sandy texture and crumbles to pieces and it doesn't taste very good either. Plus the core didnt even go all the way to the bottom of the container...definately wasn't worth the $5.99 I paid for it. :("
50_bj,Lyss27,2019-03-12,1,Extremely disappointed,6,0,Wow I love ben and jerrys but this one is sad. I debated between this one and another core one but chose this one due to my love of cookie dough. Well I wish I read the reviews first because they were incredibly right. Grainy cookie dough and the core in mine didn't even go half way down!!!
50_bj,bjoy917,2019-04-26,2,"Good ice cream, subpar dough",2,1,"At first I thought my taste buds were off, but no...the dough really just tastes (and feels like) brown sugar. Also, the bottom part of my pint had an air bubble, so it was hollow. Overall very disappointing. I'll just stick to the B&J's regular cookie dough ice cream!"
50_bj,Mns1275,2019-03-28,1,Save your money for a better pint,5,0,I was soooooo excited to try this!! Then I did and immediately wished I got something else. The ice cream was good but the supposed cookie dough core was like eating brown sugar and chocolate chips. It was so nasty that I ate around it. Truly disappointed....I have never been let down before so I guess there is a first time for everything.
50_bj,Hv234,2020-01-21,1,Disappointing Core,0,0,"I've never gotten a cookie dough core pint from Ben and Jerry's, but I'll never buy this again. I was expecting it to look the way the caramel core does when you open it, but instead there is such little cookie dough it would've been better to just get a regular cookie dough or half baked pint. If I'm going to spend $5 for a pint, I would at least like to get what is advertised. The same happened with my boyfriend's brownie batter core so this is not just a one time thing, but a consistent problem."
50_bj,Sammykr,2019-04-02,1,Disappointed,5,0,I have been waiting for this to come out at my grocery store. The minute I could buy it I got it. I was really upset. Like many others have said the cookie dough core is sandy and grainy. I was thinking it was going to be like the cookie dough in the normal ice cream. Really upset about this.
50_bj,Katsad,2019-03-25,1,Grainy and barely there.,2,0,I am a loyal fan and this is the one and only flavor I have thrown away. The pictures make it look amazing and I understand it’s for marketing so variation is expected. That being said the “core” is almost non existent. The bottom half of the ice cream had absolutely no core. The top half had a small chunk. The cookie dough that I did get was grainy and had a funky taste. It wasn’t cookie dough that’s for sure. The ice cream itself was creamy and had a nice flavor but I’m so disappointed that this was such a flop.
50_bj,,2019-03-28,1,Cookie dough is very grainy,6,0,Not at all like non core cookie dough which is soft and tastes really good. The core tastes terrible and has a very hard grainy texture. Not good!
50_bj,j12345,2019-06-04,1,"Boring, almost disgusting flavor!",1,0,"This is the first time I haven't been able to finish a pint of Ben & Jerry's. Tried it and threw the rest away! I love cookie dough ice cream and thought this would be great, only to be extremely disappointed! The vanilla ice cream is almost tasteless, and the cookie dough ""core"" was absolutely gross. It had none of the flavors I would expect from cookie dough, basically just sugar with a few chocolate chips. Plus, the core was half the size of the other flavors! This flavor is a HUGE miss, save yourself the trouble and try the sugar cookie core flavor instead!"
50_bj,FuzzyGut,2019-04-08,5,Chocolate chip cookie dough core! a big yes!,22,15,My order of these new pints was delivered yesterday from the Ben and Jerry’s online store and last night was Chocolate Chip Cookie dough core. it’s awesome! The ice cream really does taste like cookie milk. I’ve never had anything like it; so yummy. but the star is the core. PERFECT texture and EXCELLENT flavor. The ice cream and the core together are a match made in heaven. It’s sublime. I hope this stays for a long time.
50_bj,APMNSNW,2019-02-28,1,Disappointed,7,1,"I wait and waited for this to be available at my local store. Yuck. HARD, grainy, gritty cookie dough core. This is nothing like cookie dough. Don't be fooled the cookie dough center is SMALL. I'm a Ben & Jerry's fan, but you lost me here. So disappointed in my purchase."
50_bj,aniya28,2019-08-28,3,Cookie Dough Core,0,1,"I brought this Ice cream because I love the ben and jerry’s cookie dough, so I thought more or the goodness cookies dough. WRONG the cookie dough is not in the middle( which is not a big of a deal) and the cookie dough is gritty and taste like sugar it’s horrible. The reason it has a 3 stars is because the cookie milk ice cream is to die for, it’s just the cookie do is disgusting. This best thing if you do get this is eat around the cookie dough core"
50_bj,Kiersten,2019-03-15,1,"Love B&J, hate this flavor",3,0,"I literally stalked the grocery stores for this to come out and was so excited to snag it. Super disappointed. I’m a huge fan of B&J and cookie dough ice cream but this was terrible. Agree with other reviewers, the cookie dough was grainy and gritty. I didn’t want to throw it out so I kept eating it, but it took me well over 2 weeks to finish a pint. For context, I’m lucky if a pint lasts three days."
50_bj,Cari,2019-03-11,1,Core is Nasty,4,0,I bout the NEW COOKIE DOUGH CORE. Was not good at all when I think of cookie dough it’s soft creamy just like normal cookie dough. It’s like eating sand very big disappointment honestly and I ben&jerrys. Work on this please!
50_bj,Sadmomma13,2020-08-06,1,Buy the regular cookie dough version!!,0,0,Bought this today and was so disappointed! Cookie dough is nothing like in the reg chocolate chip cookie dough. I thought at first maybe it was supposed to have some kind of swirl in it and never found the cookie dough core like you find with the brownie batter version! It’s awful esp if you thunk your getting the cookie dough like in the reg or the bites. I would give it one star but it won’t let me.
50_bj,liz5419,2019-03-06,2,Great if you like grit,6,2,"I bought the Cookie Dough Core ice cream because I usually love chocolate chip cookie dough. While the ice cream itself was delicious ( the only reason I didn't give this 1 star), I was completely disappointed by the cookie dough core part. It was gritty and just not good. I ended up eating around it and don't even want to bother with the rest of the pint. No good!"
50_bj,Coley00,2019-02-24,3,Meh. Nothing special.,3,1,"I gave this product a 3 just because I like cookie dough. I felt like this was no different than the regular chocolate chip cookie dough ice cream. I would have liked to see more cookie dough, like maybe a chocolate chip cookie dough with a cookie dough core, maybe a half chocolate half vanilla.. I think then that would have made more sense. All the other core pint flavors are more special and different this one was boring and basic... not my favorite unfortunately."
50_bj,Jen96,2019-02-04,2,Cookie core not good,69,65,"I bought the cookie dough core and the cookie dough was crumbly when I tried to scoop it out. It was hard, had a grainy texture and didn't taste very good at all,nothing like the cookie dough in the half baked. The icecream part was good though"
50_bj,Adpqwe,2019-11-30,1,DO NOT BUY,0,0,my brother picked this up on accident instead of the regular one. This was horrible. Absolutely the worst thing I’ve tasted in my life. Grainy dry sand as “dough”. Ice cream below par. Horrible choice all around. I’ll never get that 7$ back. ROBBERY!
50_bj,hockey15,2019-06-11,3,Good but could be better,0,0,I was so so excited to try this because I love cookie dough ice cream. On one hand I want to give this product five stars because the ice cream was delicious and I personally loved the cookie dough in the middle. On the other hand I want to give it one star because it was not what I was expecting and I was still disappointed. I was really hoping for a bigger cookie dough core and I expected for there to still be chunks of cookie dough in the ice cream portion. I was hoping that this new product would finally be ice cream stuffed with cookie dough that I’ve been waiting for.
50_bj,SLange,2019-04-02,1,Should have trusted the bad reviews,1,0,Totally disappointed in this flavor. I love Ben & Jerry’s cookie dough. But the cookie dough core was terrible. First of all the core was more like a cone getting smaller the more you dug down and it didn’t go all the way down to the bottom of the pint. And the cookie dough itself was terrible it was grainy and didn’t have the same taste the cookies dough usually has. It tasted like it was heavy on brown sugar or something. It just wasn’t right. Anyway I was sorely disappointed.
50_bj,Jesspttn,2019-10-21,2,Taste very good but....,0,0,This is really good ice cream and I've had a few. However they need to put more cookie dough in the core. There is never enough. Never goes to the bottom of the carton or very little amount
50_bj,SadMomma,2019-04-07,3,Love hate relationship,0,1,I love Cookie Dough Core but so disappointing when you eat one and it has an inch of core. This was my third time buying one like the one seen in the photo.
50_bj,Chad123,2020-05-12,2,Bad,0,0,I just bought this today and when I opened it the cookie dough wasn’t even in the middle and there was barely any
50_bj,SimplyWiehl,2019-03-29,3,More like cookie butter,0,0,"We love all Ben and Jerry's ice cream. Any with cookie dough are our favorite. We were so excited to hear about this new flavor, however once we tried it we were disappointed that the core isn't cookie dough at all, but rather more like a cookie butter. It's sugary and not doughy. This was a disappointment, however it still taste good. The cookie dough ice cream is better. In addition, the dough part is not even in the middle like the photos nor does it go all the way through. Suggestion would be to have a core made out of cookie dough bites piled in the middle."
50_bj,PedNurse,2019-05-28,1,Disappointment,2,0,"Nope, Nope, Nope! You cannot fool a cookie dough expert. I had my heart set on this having a REAL cookie dough core. Much to my dismay, the core was nothing like the cookie dough in your other ice creams. :("
50_bj,MarsTheMartian,2019-11-05,4,Pretty good!,0,0,"I bought this Yesterday and immediately dug into it once I was finish eating my food, I had read some views about this before and notice they were pretty awful so I decided to never buy this until the reviews change. Well yesterday, I asked my mom could she buy me any Ben and Jerry’s I’ve Cream that had cookie dough in it and this is what she brought me, my immediate reaction was “oh no.” But hey, I didn’t mind trying it! Fast forward to when I opened the pint, there was cookie dough in the center and pretty thick(obviously you can see it in the picture) and was like, oh wow! So I decided to eat the ice cream first and I noticed it really tasted like a cookie had been soaked in some milk for about three minutes, and I was shocked because it tasted amazing! I got to the dough and remembered how one person stated it had a grainy texture, so I dug in and it did, but it didn’t really bother me THAT MUCH, it still tasted a bit like cookie dough, so I just scooped some of the dough and icecream together and that kind of made it better, I also remembered how some people said there was barely any in there but mine was PACKED with dough and it was so much that in some areas, the dough was showing more than the icecream itself! I would totally buy this again and put some of their cookie dough bites inside to make the ultimate cookie dough core flavor there is! 4/5 rating!"
50_bj,ChrisColby,2019-04-07,3,D'oh!,0,0,"After a month of waiting for this flavor, it didn't quite meet my expectations. The cookie dough core, which was supposed to be the highlight, was disappointing. The texture is too grainy while the flavor tastes off. On top of that, the core wasn't spread evenly from the top to bottom of the pint I tried."
50_bj,vickiwmi,2020-08-10,1,Worst cookie dough EVER!!,0,0,"Now let me just say that chocolate chip cookie dough ice cream is my favorite B&J flavor. I bought this new flavor about a week ago thinking it would be great. How can you go wrong with a choc chip cookie dough core I thought. Boy was I wrong. I took one bite of that cookie dough core, and went ""Blech!"" The ice cream with chocolate bits was good. That was it. What recipe they used to make this cookie dough core is not even close to the taste or consistency of the classic original. The taste is vile. I would not waste your time buying this flavor."
50_bj,Catz228,2019-08-09,1,Cookie dough taste is disgusting,0,0,If you love the cookie dough from the regular ice cream don't buy this! I don't think I've ever been this disappointed in a Ben and Jerry's flavor. The cookie dough they use for the core is completely different in the worse ways. It's mushy and taste like garbage. It's salty and weird tasting. I like lots of different kinds of cookie dough. I don't think I've ever tasted any kind of cookie dough that I've hated before. Until now. How did this pass taste testing? Good thing there was hardly any core anyway so I can still eat the ice cream part.
50_bj,wookiecookielover,2019-02-20,4,Great Cookie Dough; Needs more of it,4,7,"Kept an eye out for this in the store as soon as I heard it was coming out and bought the first one I could find. The ice cream flavor was good and the fudge chips added much needed interest to the pint. The cookie dough was delicious, although there wasn't enough of it. The core was off center and didn't go all the way to the bottom of the pint. Could be remedied by adding cookie dough chunks to the ice cream or increasing the size/quality of the core."
50_bj,reen,2019-03-24,1,Dissapointing,2,0,Like most other reviewers i found the core terrible. Bad texture and bad taste.
50_bj,Jhutch12,2019-05-11,1,Disappointed,1,0,"I bought this with so much excitement, when I took that first bite into the core, yuck! The cookie dough is just straight sugar, when you chew it your feel the grinds on your teeth. I love the chocolate chip cookie dough ice cream and that is the cookie dough I expected the core to be filled with and boy was I wrong! Do not purchase this kind, you will just end up throwing it away like I did"
50_bj,AnnieD,2019-04-27,1,That's not dough!,1,0,"I was really disappointed with the cookie dough in the core. It was dry and crumbly, not creamy and doughy like the regular CCCD. It also has an off flavor...like they spilled the vanilla when making this crusty old dough. The ice cream part was decent. I saw somebody else noted a big air bubble at the bottom. I'm had the same experience. I do not recommend and will not purchase again."
50_bj,HanC,2019-04-11,1,Bad Mistake,1,0,"My family bought this on accident thinking it was the regular cookie dough recipe. I tried it anyways and it was way too sweet. The cookie milk was not a smart move, there was nothing to offset the sweetness of the cookie dough. Cookie dough with just vanilla is much better in my opinion. Also, the cookie dough was very grainy and mostly tasted like straight up sugar."
50_bj,Mrs050716,2019-03-25,3,Mixed feelings on mix-ins,1,0,"The core is very gritty and tastes odd on its own, but tastes good with the ice cream. The sugar in the cookie dough wasn’t beaten long enough to get rid of the graininess and could’ve been so much better. The base is unique and creamy and the chocolate flakes are solid, though I wish there were more of them. Overall, a bit underwhelming with a disappointing core."
50_bj,whydoyoudothisjerry,2019-05-26,1,Not enough cookie dough,1,0,"I loooove cookie dough ice cream. When I saw the core on the package I was like “heck yes! Extra cookie dough!” Psych! There’s like NONE and it’s impossible to scoop out. Then, the cookie dough itself is disgusting! It tastes like how I imagine literal fish food would. I absolutely hate it and I genuinely think it was a waste of my money."
50_bj,bgdl26,2019-03-19,2,Very disappointed,1,1,"I was so excited to try this as I love cookie dough. Literally went to multiple different grocery stores all over NYC for weeks to find this. What a let down. The cookie dough core is not good. Very crumbly and grainy, like sand is in it. No where near the creaminess and taste of cookie dough used in Tonight Dough, Half Baked or the regular Cookie dough. Ice Cream was good at least. If you're a fan of cookie dough, skip this and hopefully they revisit the recipe."
50_bj,,2019-08-01,1,So disappointed,1,0,"I’m so sad I wasted $12 on this ice cream, I am in Australia and I was so excited to try this and i am so let down I didn’t even eat it. The cookie dough is grainy and tastes nothing like the cookie dough that’s in the rest of the flavours, and the “fudge” pieces are just dark chocolate. Do not waste your money!"
50_bj,Chefscott,2019-06-18,1,The worst cookie dough!,1,0,One of my favorite flavors is the cookie dough. Expectations were highly disappointed when the same cookie dough recipe was not in this cookie dough core flavor. I’m not even sure it’s cookie dough. I think it’s pure brown sugar. Will not buy this flavor again unless they put the original cookie dough in it!
50_bj,Ghost,2019-05-15,1,Ehh,1,0,"Im eating this flavor as we speak and the other reviews are right! Tastes NOTHING like the cookie doigh in the other flavors. It has a sandy, gritty texture like chewing on sugar. Im going to finish it though because the rest of it is alright. But yeah i’ll just stick to my favorite one , Half Baked!!!"
50_bj,Doglover88888888,2020-02-08,1,Extremely dissappointed! Don't waste your money!!,1,0,"I've bought this a few different times, each time hoping it would be better than the last. I kept thinking ""okay, I must have had bad luck and gotten a bad batch"". Unfortunately after buying approximately 5 to 6 pints, I've come to the conclusion that this just isn't good in any way. The ""cookie milk"" ice cream just tastes like regular old vanilla but with a slightly weird taste and extremely weird aftertaste. The ""cookie dough"" core (which, in my opinion, is supposed to be the best part and main attraction) was horrible! Did NOT taste like cookie dough AT ALL! Even the texture was so, soooooo off! Just like all the other reviews say - TASTES LIKE SWEETENED SAND! Now don't get my wrong - I am usually a HUGE fan of B&J's - however this particular flavor just is completely so far off from the quality I've come to know and love, and expect from this brand. This could have been an amazing and wonderful flavor but unfortunately this missed the mark. Extremely dissappointed, B&J's!! Do better!!"
50_bj,kelly1234,2019-05-10,1,awful texture,1,0,"Was so excited to try this because I love Chocolate Chip Cookie Dough. I experienced disappointment at the first bite. The Cookie Chip Dough Core was like eating super gritty sugar sand. I am hoping Ben & Jerry will switch and use their original Cookie Dough recipe in this new ""core"" ice cream."
50_bj,Shaysha,2019-03-30,2,Not quite dough texture,1,0,"The first flavor I've been disappointed with. The ""cookie dough"" core has the texture of brown sugar. When you chew it you can feel the sugar crystals. Its not the same as the cookie dough balls in the regular cookie dough pint. I did still polish off the pint though since the ice cream is good"
50_bj,Seb10,2020-03-28,1,Stick to Chocolate Chip Cookie Dough,1,0,"The ratio of cookie dough to ice cream is off. By the time you get to the bottom of the pint, all that's left is the vanilla ice cream with little chocolate bits. You're better off getting chocolate chip cookie dough which is more consistent and has a better cookie dough-to-ice cream ratio."
50_bj,Brinababy,2019-10-01,1,Cookie core is nasty,1,0,"I just had this ice cream a hour ago, the actually ice is not bad at all but the cookie dough just ruined it for me. It tasted so gritty , I thought maybe I should mix it up and it made it even worse. I ended up scooping as much of the cookie dough out that I could. Smh"
50_bj,addison20,2019-03-26,2,Ice cream: GREAT Core: BLEH,1,1,"The ice cream part is so good!! I was so excited to try this, my favorite Ben and Jerry’s flavor is half baked mostly because of the cookie dough haha. So a COOKIE DOUGH CORE I was pumped. I was so so disappointed it tasted like nothing honestly, just pure sugar and very very grainy. If they would have replicated the regular cookie dough balls into the core it could’ve been fantastic, but this just isn’t good I really wish it was :/"
50_bj,Mtan89,2019-05-10,1,Not what I expected,1,0,"Listen to the bad reviews. the core does not taste like their regular cookie dough. It tastes grainy, like brown sugar. And the rest of it is just chocolate chip ice cream. So nothing exciting. The wake and bake ice cream core was the same. Super grainy."
50_bj,Lania,2019-04-02,2,Disappointed,1,0,"The cookie milk ice cream was the only thing I liked about the product. As a cookie dough lover, I was very disappointed in the cookie dough core. It tasted nothing like cookie dough, just grainy like sugar. I’ll stick with other cookie dough varieties."
50_bj,Lena327,2020-06-24,5,A pint that I ate in one sitting,1,0,"I'm not the hugest fan of cookie dough in ice cream, so I'm going to be honest I ate around the cookie dough core and OH MAN the cookie milk flavored ice cream is probably the yummiest ice cream flavor I've ever had! YUM"
50_bj,SantaMonicaGirl,2020-01-13,5,Amazing,1,0,I love the cookie milk ice cream. I wish they would use this as the base for more flavors. The chocolate chips are also delicious and I’ve always had plenty of cookie dough in my pints. This flavor is the best!
50_bj,Catguy,2019-06-05,1,Waste of money,1,0,"AWFUL. I’m a huge fan of Ben & Jerrys cookie dough and this was such a disappointment. The cookie dough core crumbles and is as hard as a rock. It’s grainy and tastes terrible, too."
50_bj,Celine,2019-05-08,1,No core,1,0,"I bought this for the cookie dough core and there is no cookie dough core.. this is the second pint of ""core"" I've cream that didn't even have a core. I'm really disappointed."
50_bj,wren1021,2019-04-22,1,Terrible,1,0,"Ice cream tasted like artificial sweeteners and the core was nothing like cookie dough in taste or texture. Was very disappointed, totally not worth the price (or calories)"
50_bj,trippo,2019-05-01,1,the core is quite awful...,1,0,"The cookie dough core taste terrible, like it has some kind of sweeteners in it. the after taste lingers like sour milk...don't buy this!"
50_bj,,2019-03-25,3,Kind of a Bummer,1,0,The ice cream is nice but could use something besides just chips. The core is grainy and sugary totally unlike the regular cookie dough.
50_bj,ALC25,2019-05-01,1,Grainy cookie dough,1,0,"I was looking forward to trying this, but it was a let down. The ice cream was decent, but the cookie dough core was grainy and sad."
50_bj,Diamond248,2020-04-28,1,HORRIBLE DISAPPOINTMENT,0,0,"I was excited to get Ben&Jerrys ice cream after a long time. I expected it to be another amazing experience. I brought this Pint of I cream only to find that the cookie dough core was small, it wasn’t EVEN A CORE! It was off to the side, fell apart. It’s a whole scam idk why they even continue to sell this Ice cream in this condition. I should have checked the reviews. Y’all obviously don’t pay attention to customer reviews cause you would notice this is unacceptable. Smh"
50_bj,Bay boo,2019-08-15,1,Grainy “cookie dough” core,1,0,This is terrible! The cookie dough core is basically brown sugar with chocolate. I wish I could get my money back.
50_bj,M and M,2020-05-03,5,Yummy,1,0,I love every ice cream they put out. I particularly love this flavor and I recommend it to everyone.
50_bj,Pennerr689,2019-04-19,1,More cookie,1,0,I’m pretty sure there is less cookie dough in throw then there is in the regular one
50_bj,IceCreamIsSpecial,2019-07-16,1,No cookie dough in this version,0,0,Tried this for the first time and the other reviews summarized it perfectly.
50_bj,disappointedbythecore,2019-09-12,1,Something is very wrong,0,0,"I regularly purchace and enjoy the Chocolate Chip Cookie Dough ice cream so I thought I'd try the new Core version that had just arrived in NZ. What a big mistake, it is disgusting. It does not taste the same and the cookie dough is awful, its grainy and basically inedible. I deeply regret straying away from the normal version and strongly recommend people read and heed the advice of the majority of other reviews here and avoid this strange disastrous flavour!"
50_bj,Crayolaphile,2019-05-16,2,Too Sweet!,0,0,"I took it upon myself to try every new flavor with chocolate in it and rate it. You’re welcome. I find the cookie dough core so sweet. IMHO the ice cream base should be vanilla. In addition, the cookie dough core should either have salted butter in it or add a little salt to mimic butter. That would cut the sweetness. Do not salted caramel or chocolate sea salt, YUCK! Anyway, just my take on it. Also, please bring back Dublin Mudslide! It was my favorite."
50_bj,cookiedoughlady,2019-03-22,5,Its a cookie dough lovers dream come true!,3,4,"Its a dream come true. Just when I thought it couldn't get better, there's more cookie dough than before. Continue to make the core as large as possible- never short change the core."
50_bj,DonnaBella,2019-07-28,5,Plenty of Dough,1,2,"I've had this a few times now and there's plenty of cookie dough in the pints I've had. I love that I don't have to go searching for the dough in these pints!
My only issue is it's not sold at my local Giant Eagle, which has B&J Core pints but there's not even a spot on their shelf for the chocolate chip cookie dough core flavor. I only get it when I'm at my mom's lol."
50_bj,heatherglow29,2019-07-08,1,Great Potential -- Poor Exection,0,0,"My all-time favorite ice cream is, hands down, original cookie dough by Ben and Jerry's. So I was thrilled to see they had a core version featuring cookie dough as its magical center. Boy was I disappointed to taste the grainy, overly sugary, poor substitute they chose to use in place of their original cookie dough recipe. Ben and Jerry, please rework this product and try using your original winner of a recipe for the cookie dough core!"
50_bj,,2019-05-27,1,Bad Texture!,0,0,"I bought this today at my local HEB, and thought I would try it since I love the chocolate chip cookie dough, honestly because I love cookie dough, but the cookie dough in this ice cream is grainy. It is hard to scoop because of the grainy texture, making it hard to actually enjoy the ice cream. The ice cream itself is amazing, but what’s the point of buying chocolate chip cookie dough ice cream, if you don’t enjoy the cookie dough."
50_bj,Kelcie,2019-08-17,1,This girl needed ice cream better than that :(,0,0,"I'm sick and all I wanted was cookie dough ice cream. I couldn't find the classic that I could always count on, so I went with this. The core was a crumbly texture and it tasted like I was eating clumps of brown sugar. The ice cream flavor just tasted like milk with unsweetened chocolate and I am not a fan of solid milk. I recomend bringing back the original cookie dough ice cream. :( Seriously so sad and disappointed."
50_bj,SueP,2019-10-10,1,Ice Cream Failure,0,0,"My husband loves all ice cream. But not this one. I gave it to him after I decided I couldn't eat it. We both agree the ice cream tastes like rice pudding with a lot of water and the cookie dough core does not taste anywhere near as delicious as Ben and Jerry's cookie dough. We haven't had a bad Ben & Jerry's flavor until this one! If you're craving cookie dough, go with any of their other cookie dough varieties."
50_bj,Homie,2020-01-02,1,Disappointed,0,0,I bought this because the store i went to didn’t have my favorite chocolate chip cookie dough pint. I figured it may be just as good since it still is cookie dough. I was wrong and extremely disappointed. The core was crispy and broke every time I tried to scoop it. The flavor was more like toasted piece of bread than cookie. I will stick with the original chocolate chip cookie dough which has never let me down.
50_bj,Potterd8,2020-04-22,3,Cookie milk ice cream,0,0,I loved the flavor of the cookie milk ice cream! I actually came to the website to see if any other flavors had that type of ice cream. Like many other reviewers I’m very disappointed by the cookie dough core. I was expecting it to be like the cookie dough ice cream but instead it was very gritty. I’m very torn on if I’d get this flavor again. I loved the ice cream flavor but really didn’t care for the “core”
50_bj,LINDZ Loves Ben,2019-07-27,2,Googled to make sure it wasn’t just me,0,0,Bought this instead of my regular go tos (half baked or brownie batter core) since it was new! I am so disappointed because the cookie dough actually does just taste like brown sugar and is gritty. I ended up here on the reviews because I googled to make sure it wasn’t just my taste buds or that there was something wrong with my purchase. Sure enough others have posted the same thing :(
50_bj,megan04,2020-01-06,5,My absolute,1,1,This ice cream is AMAZING. The flavor of the ice cream is extremely light and is loaded with chocolate chips. The core itself has a gritty texture but tastes almost identical to raw cookie dough.
50_bj,Spacecadet1,2019-10-14,1,Horrible- Gritty and Grainy and Gross,0,0,This was a perfect example of a marketing bumble. If I get a spoonful of ice cream I want each bite to have a little bit of goodness in it. I shouldn’t have to go digging for it. The “core” is nothing but a grainy sugar that is flavoured with something that vaguely represents dough. I can actually imagine the assembly line pumping out this stuff. Soooo disappointing.
50_bj,Gbizzy91,2019-04-16,5,"Cookie milk ice cream is worth it, by itself",2,3,You have to try the ice cream in this one... worth it!
50_bj,Dnwells526,2019-07-19,5,My Absolute New Favorite Flavor,1,1,I love the texture of the cookie core; it’s soft enough to eat without difficulty. The taste is AMAZING...the cookie milk ice cream is spot on.
50_bj,Daelijon,2020-08-14,2,Love it but with there was more!,0,0,"I bought the cookie dough core, and I loved the fact that there was dough all the way down to the bottom, however not all of them are the same. It seems like not enough dough to be a core of the ice cream and it’s sometimes a very thin core as well. Cookie dough ice cream is something we crave.. I would assume a product came out sooner than later that does that."
50_bj,Icecream372593,2019-05-30,1,So disappointed,0,0,I saw the ad and went to the grocery store that night to buy some. I ate around the cookie dough core bc it was so grainy and sugary and not anything like the cookie dough in the other ice creams that it wasn’t even worth it. Let’s be honest - there’s so many calories in these pints that if I’m going to eat it I need to love it and this was way below par
50_bj,Abbey96,2019-07-14,5,Ben & Jerry never let me down!!,3,7,Perfection in every dreamy creamy cookie dough-y bite!
50_bj,Danielle123,2019-04-12,2,Disappointing,0,0,I bought this pint despite the reviews because I was excited to try it for myself. All the reviews are accurate though. The ice cream itself is delicious! But the cookie dough core is not good at all. It has an almost fruity taste to it and is extremely gritty in texture. It's nothing like their normal cookie dough. Definitely won't be buying again.
